"title","url","image","type","priority","home","home_image","lat","lon"
"Lens","https://participez.villedelens.fr/","/uploads/logo_aj_lens.png","city","50","","","",""
"Les Ecologistes 2022","https://web.archive.org/web/20220121021922/https://projet.lesecologistes.fr/","/uploads/logo_ecologistes2022.png","org","50","","","",""
"Les Franqueses del Valles","https://participa311-lesfranqueses.diba.cat/","/uploads/logo_aj_lesfranqueses.png","city","50","","","",""
"L'Hospitalet de Llobregat","https://www.lhon-participa.cat/","/uploads/logo_aj_hospitalet.jpg","city","2","","","",""
"Liberta School","https://meta.diycities.jp/assemblies/hereandthere/f/405/proposals/768","/uploads/logo_liberta_school.png","org","50","","","",""
"Llagosta","https://participa311-llagosta.diba.cat/","/uploads/logo_aj_llagosta.jpg","city","50","","","",""
"Llavaneres","https://participa311-llavaneres.diba.cat/","/uploads/logo_aj_llavaneres.png","city","50","","","",""
"Lleida","https://lleida.decidimcatalunya.cat/","/uploads/logo_aj_lleida.png","city","50","","","",""
"Llinars del Valles","https://participa311-llinarsdelvalles.diba.cat/","/uploads/logo_aj_llinars.png","city","50","","","",""
"Loire Atlantique","https://participer.loire-atlantique.fr/","/uploads/logo_aj_loire.png","region","2","","","",""
"Loiret","https://atelierdevosidees.loiret.fr/","/uploads/logo_aj_loiret.png","city","2","","","",""
"Lucena","https://participa.lucena.es/","/uploads/logo_aj_lucena.jpg","city","50","","","37.4102988","-4.4869415"
"Lyon","https://oye.participer.lyon.fr/","/uploads/logo_aj_lyon.jpg","city","90","","","",""
"Mairie d’Angers","http://ecrivons.angers.fr","/uploads/logo_angers.png","region","2","","","",""
"Malakoff","https://nous.malakoff.fr/","/uploads/logo_aj_malakoff.png","city","50","","","",""
"Malgrat de Mar","https://web.archive.org/web/20211228223548/http://decideix.ajmalgrat.cat/","/uploads/logo_aj_malgrat.png","city","2","","","",""
"Manlleu","https://participa311-manlleu.diba.cat/","/uploads/logo_aj_manlleu.png","city","50","","","",""
"Manresa","https://participa311-manresa.diba.cat/","/uploads/logo_aj_manresa.jpg","city","50","","","",""
"Marseille","https://participons.marseille.fr/","/uploads/logo_aj_marseille.jpg","city","90","","","",""
"Martorelles","https://participa311-martorelles.diba.cat/","/uploads/logo_aj_martorelles.png","city","50","","","",""
"Masquefa","https://participa311-masquefa.diba.cat/","/uploads/logo_aj_masquefa.jpg","city","50","","","",""
"Mataró","https://www.decidimmataro.cat/","/uploads/logo_aj_mataro.jpg","city","2","","","",""
"Mautic","https://community.mautic.org/","/uploads/logo_mautic.png","org","90","","","",""
"Maçanet de la Selva","https://massanetdelaselva-decidim.ddgi.cat/","/uploads/logo_aj_maçanet.png","city","50","","","41.676101","2.7065979"
"Metadecidim Japan","https://meta.diycities.jp/","/uploads/logo_metadecidim_japan.png","org","50","","","",""
"Metadecidim","https://meta.decidim.org/","/uploads/logo_metadecidim.png","org","50","","","",""
"Ministry of Land, Infrastructure, Transport and Tourism (Japan)","https://web-archive-org.translate.goog/web/20210329041552/https://mlit.diycities.jp","/uploads/logo_milt.png","org","50","","","",""
"Ministère de l’Éducation nationale de la Jeunesse et des Sports ","https://web.archive.org/web/20211025093919/https://etats-generaux-du-numerique.education.gouv.fr/","/uploads/logo_ministere_education_fr.jpg","org","50","","","",""
"Minyos Escoltes i Guies de Catalunya","https://participa.escoltesiguies.cat","/uploads/logo_minyons_escoltes.png","org","50","","","",""
"Mission Politique publique de la donnée","https://www.mission-open-data.fr/","/uploads/logo_mission_politique_de_la_donee.png","org","50","","","",""
"Mitgestalten Lustenau","https://mitgestalten.lustenau.at/","/uploads/logolustenau.png","city","50","","","47.427144","9.6606718"
"Mkutano","https://mkutano.community/","/uploads/logo_mkutano.png","org","50","","","",""
"Molins de Rei","https://participa311-molinsderei.diba.cat/","/uploads/logo_aj_molinsderei.png","city","50","","","",""
"Monistrol de Montserrat","https://participa311-monistroldemontserrat.diba.cat/","/uploads/logo_aj_monistrol.jpg","city","50","","","",""
"Mollerussa","https://mollerussa.decidimcatalunya.cat/","/uploads/logo_aj_mollerussa.png","city","50","","","",""
"Mollet del Valles","https://participa311-mollet.diba.cat","/uploads/logo_aj_mollet-valles.png","city","50","","","",""
"Imagine Ton Territoire","https://web.archive.org/web/20220317171459/https://imaginetonterritoire.bzh/","/uploads/logo_monterritoire.jpg","org","50","","","",""
"Santa Margarida de Montbui","https://participa311-montbui.diba.cat/","/uploads/logo_aj_montbui.png","city","50","","","",""
"Montcada i Reixac","https://participa311-montcada.diba.cat/","/uploads/logo_aj_montcada.png","city","50","","","",""
"Monterrey","http://decidimos.monterrey.gob.mx/","/uploads/logo_monterrey.png","city","50","","","",""
"Montlouis-sur-Loire","https://jeparticipe.ville-montlouis-loire.fr/","/uploads/logo_aj_montlouis_sur_loire.png","city","50","","","",""
"Montmelló","https://participa311-montmelo.diba.cat/","/uploads/logo_aj_montmelo.jpg","city","50","","","",""
"Montornès","https://participa311-montornes.diba.cat/","/uploads/logo_aj_montornes.jpg","city","50","","","",""
"Murcia","https://participacion.mimurcia.murcia.es/","/uploads/logo_murcia.png","city","50","","","",""
"My revolution","https://www.my-revolution.eu/","/uploads/myactivistrevolutionlogo.png","org","50","","","",""
"Mérida","https://web.archive.org/web/20211101172533/https://decide.merida.gob.mx/","/uploads/logo_aj_merida.png","city","80","","","",""
"Métropole Européene de Lille","https://participation.lillemetropole.fr/","/uploads/logo_MEL.png","region","95","false","","",""
"Nanterre","https://participez.nanterre.fr/","/uploads/logo_aj_nanterre.png","city","2","","","",""
"Navarra","https://participa.navarra.es/","/uploads/logo_navarra.png","region","70","","","",""
"Nishiaizu","https://nishiaizu.makeour.city/?locale=ja","/uploads/logo_aj_nishiaizu.png","city","50","","","",""
"Nivelles","https://web.archive.org/web/20230324231445/https://nivelles.monopinion.belgium.be/","/uploads/logo_aj_nivelles.png","city","2","","","",""
"Noisy-le-Grand","https://participons.noisylegrand.fr/","/uploads/logo_noisy_grand.svg.png","city","50","","","48.8489101","2.5517855"
"NUMÉRIQUE(S) ET HUMAIN(S) - MGEN","https://web.archive.org/web/20221001170320/https://contribuez.numeriques-et-humains.fr/","/uploads/logo_mgen.png","org","50","","","",""
"NYC","https://www.participate.nyc.gov/","/uploads/logo_aj_nyc.png","city","99","true","/uploads/logo_aj_nyc_red.png","",""
"Observatori DESC","https://decidim.observatoridesc.org/","/uploads/logo_odesca.png","org","50","","","",""
"Okinawa 2024","https://okinawa2024.diycities.jp/","/uploads/logo_okinawa2024.png","city","50","","","",""
"Olesa de Montserrat","https://participa311-olesademontserrat.diba.cat/","/uploads/logo_aj_olesademontserrat.png","city","50","","","",""
"Olost","https://participa311-olost.diba.cat/","/uploads/logo_aj_olost.png","city","50","","","",""
"Olèrdola","https://participa311-olerdola.diba.cat/","/uploads/logo_aj_olerdola.png","city","50","","","",""
"Opcions Cooperativa","https://decidim.opcions.coop/","/uploads/logo_opcions.svg","org","50","","","",""
"Open Heritatge","https://labs.openheritage.eu/","/uploads/logo_openheritage.jpg","org","2","","","",""
"Open Knowledge Brasil","https://minutas.ok.org.br","/uploads/logo_open_knoweldge_brasil.svg","org","50","","","",""
"Open Spaces","https://openspaces.platoniq.net/","/uploads/logo_openspaces.png","org","50","","","",""
"Orsay","https://web.archive.org/web/20211027090635/https://rentree2019.mairie-orsay.fr/","/uploads/logo_aj_orsay.jpg","city","50","","","",""
"Ouka / Oulu","https://osallistu.ouka.fi/","/uploads/logo_oulu.svg","city","50","","","",""
"Outreau","https://web.archive.org/web/20220222043302/http://budgetparticipatif-outreau.fr/","/uploads/logo_outreau.png","city","50","","","",""
"Ovillage","https://ovillage.ci/","/uploads/logo-ovillage-social-couleur.png","org","50","","","",""
"Ovre Eiker Kommune","https://web.archive.org/web/20220615035007/https://decidim.sammenskapervi.no/","/uploads/logo_ovre_eiker.svg","city","50","","","",""
"Oyama","https://web.archive.org/web/20230608153133/https://oyama.mygroove.city/","/uploads/logo_aj_oyama.jpg","city","50","","","",""
"Palafrugell","https://palafrugell-decidim.ddgi.cat/","/uploads/logo_palafrugell.png","city","50","","","",""
"Palamos","https://palamos-decidim.ddgi.cat/","/uploads/logo_aj_palamos.png","city","50","","","",""
"Palau-solità i Plegamans","https://participa311-palauplegamans.diba.cat/","/uploads/logo_aj_palauplegamans.png","city","50","","","",""
"Pamplona","https://decide.pamplona.es/","/uploads/logo_aj_pamplona.jpg","city","50","false","","",""
"Parets del Valles","https://participa311-parets.diba.cat/","/uploads/logo_aj_parets_del_valles.png","city","50","","","",""
"Paris - La Mairie du 14e","https://le14participe.paris/","/uploads/logo_aj_paris_mairie14.png","city","80","","","",""
"Parlement de la Région de Bruxelles-Capitale et du Parlement francophone bruxellois","https://democratie.brussels/","/uploads/logo_parlament_bruxellois.png","region","75","","","",""
"Organización Nacional Indígena de Colombia","https://web.archive.org/web/20221018164422/https://participa.onic.org.co/","/uploads/logo_onic.png","org","50","","","",""
"Parma","https://parmapartecipa.comune.parma.it/","/uploads/logo_comune_parma.png","city","50","","","",""
"Partecipa Governo Italia","https://partecipa.gov.it/","/uploads/logo_governo_italia.png","region","80","false","","",""
"PARTEI DES FORTSCHRITTS","https://gemeinsam.partei-des-fortschritts.de/","/uploads/logo_pdf.svg","org","50","","","",""
"Participa Catalunya","https://web.archive.org/web/20231208195053/https://participacatalunya.cat/","/uploads/logo_participacatalunya.png","org","50","","","",""
"Participa Cloud","https://participa.cloud/","/uploads/logo_participa_cloud.png","org","50","","","",""
"Participa Saltillo","https://participa.saltillo.gob.mx/","/uploads/logo-saltillo.png","city","50","","","25.4219633","-100.9925023"
"PATLY","https://patly.org/","/uploads/logo_patly.png","org","50","","","",""
"Pays de Gex agglo","https://web.archive.org/web/20230802020344/https://tramferney.paysdegexagglo.fr/","/uploads/logo_paysdegexagglo.png","region","50","","","",""
"Peligros","https://web.archive.org/web/20220709061239/https://peligrosdecide.es/","/uploads/logo_aj_peligros.jpeg","city","50","","","",""
"People Powered","https://participate.peoplepowered.org/","/uploads/logo_peoplepowered.png","org","50","","","",""
" Plan Nacional de Desarrollo Paraguay 2050","https://www.paraguay2050.gov.py/","/uploads/2025-03-18_logo-pnd-01.png","region","20","","","-23.4587782","-57.9236579"
"Plan Nacional de Desarrollo Paraguay 2050","https://pnd2050.cds.com.py/","/uploads/logo-pnd.png","region","50","","","-25.3000425","-57.6087346"
"Plantaformas","https://plantaformas.org/","/uploads/logo_plantaformas.png","org","50","","","",""
"PlataformESS","https://decidim.plataformess.org/","/uploads/logo_plataformees.png","org","50","","","",""
"Plural Centre de Masculinitats","https://masculinitats.decidim.barcelona/","/uploads/logo_plural.png","org","50","","","",""
"Polinya","https://participa311-polinya.diba.cat/","/uploads/logo_aj_polinya.jpg","city","50","","","",""
"Poliste","https://partecipa.poliste.com/","/uploads/logo_poliste.jpg","org","50","","","",""
"Prefeitura de Belém","https://web.archive.org/web/20231208165702/https://decide.belem.pa.gov.br/","/uploads/logo_prefeitura_belem.png","city","70","false","","",""
"Prefeitura de Contagem","https://decidim.contagem.mg.gov.br/","/uploads/logo-prefeitura-contagem.png","city","50","","","",""
"Premet25","https://web.archive.org/web/20230804080449/https://participa.premet25.cat/","/uploads/logo_premet25.jpg","region","2","","","",""
"Puglia","https://partecipazione.regione.puglia.it/","/uploads/logo_puglia.png","region","85","false","","",""
"Quart","https://quart-decidim.ddgi.cat/","/uploads/logo_aj_quart.jpg","city","50","","","",""
"Quartieridee Wipkingen","https://web.archive.org/web/20210122124626/https://quartieridee.ch/","/uploads/logo_quartieridee.png","city","90","false","","",""
"Quorum Global","https://participa.quorumglobal.org/","/uploads/logo_quorum_global.jpg","org","50","","","",""
"Québec","https://consultation.quebec.ca/","/uploads/logo_quebec.png","region","90","false","","",""
"Real Deal","https://my.realdeal.eu/","/uploads/logo_realdeal.png","org","50","","","",""
"RECHARGE - Resilient European Cultural Heritage As Resource for Growth and Engagement","https://recharge-culture.eu/","/uploads/logo_recharge.png","org","50","","","",""
"Red de Investigación de Conocimiento Libre","https://comunidad.conocimientolibre.ec/","/uploads/lgoo_conocimiento_hardware_libre.png","org","50","","","",""
"Reinosa","https://web.archive.org/web/20240618153151/https://participa.aytoreinosa.es/","/uploads/logo_aj_reinosa.png","city","50","","","",""
"República Oriental del Uruguay","https://plataformaparticipacionciudadana.gub.uy/","/uploads/logo_uruguay.png","region","90","","","",""
"Reshava Sofia","https://reshava.sofia.bg/","/uploads/vector-logo.png","city","50","","","42.6974881","23.3212684"
"Reus","https://participa.reus.cat/","/uploads/logo_aj_reus.jpg","city","2","","","",""
"Rezero","https://decidim.rezero.cat/","/uploads/logo_rezero.png","org","50","","","",""
"Rillieux-La-Pape","https://participationcitoyenne.rillieuxlapape.fr/","/uploads/logo_aj_rillieux-la-pape.jpg","city","50","","","",""
"Rio Grande Do Sul","https://web.archive.org/web/20210206083214/https://decide.riogrande.rs.gov.br/","/uploads/logo_rio_grande_do_sul.png","region","50","","","",""
"Rio Grande","https://participa.riogrande.gob.ar/","/uploads/logo_riogrande.png","city","50","","","",""
" RIVP - Régie Immobilière de la Ville de Paris","https://web.archive.org/web/20230511015238/https://budget-participatif.rivp.fr/","/uploads/logo_rivp.png","org","50","","","",""
"Romainville","https://web.archive.org/web/20220308150849/https://www.budget-participatif-romainville.fr/","/uploads/logo_aj_romainville.jpg","city","2","","","",""
"Rome Collaboratory ACT","https://co-roma.openheritage.eu/","/uploads/logo_openheritage.jpg","org","50","","","41.9005896","12.4804117"
"Municipalidad de Rosario","https://web.archive.org/web/20220610184158/https://participa.rosario.gob.ar/","/uploads/logo_aj_rosario.jpg","city","80","false","/uploads/logo_aj_rosario_red.png","",""
"Rubí","https://participa311-rubi.diba.cat/","/uploads/logo_aj_rubi.png","city","2","","","",""
"Région Nouvelle-Aquitaine","https://participez.nouvelle-aquitaine.fr/","/uploads/logo_nouvelleaquitaine.png","region","2","","","",""
"République et Canton de Genève","https://participer.ge.ch/","/uploads/logo_geneve.png","region","90","true","/uploads/logo_geneve_red.png","",""
"Sabadell","https://web.archive.org/web/20230102074941/https://decidim.sabadell.cat/","/uploads/logo_aj_sabadell.jpg","city","2","","","",""
"Saint-Jean de Braye","https://budgetparticipatif.saintjeandebraye.fr/","/uploads/logo_aj_saintjeandebraye.png","city","50","","","",""
"Sainte-Savine","https://www.participons-saintesavine.fr/","/uploads/logo_aj_sainte-savine.jpeg","city","50","","","",""
"Salo","https://osallistu.salo.fi/","/uploads/logo_salo.png","city","50","","","",""
"Salou","https://salou.decidimcatalunya.cat/","/uploads/logo_aj_salou.svg","city","50","","","",""
"Salt","https://decidim.salt.cat","/uploads/logo_aj_salt.png","city","2","","","",""
"Salut, Drets i Acció","https://agora.salutdretsaccio.org/","/uploads/logo_salut_drets_accio.jpg","org","50","","","",""
"San Nicolás","https://decidimos.sanicolas.gob.mx/","/uploads/logo_aj_sannicolas.jpeg","city","50","","","",""
"Sant Cugat Sesgarrigues","https://participa311-santcugatsesgarrigues.diba.cat/","/uploads/logo_aj_santcugatsesgarrigues.jpg","city","50","","","",""
"Sanda","https://web.archive.org/web/20221025060649/https://sanda.mygroove.city/","/uploads/logo_sanda.png","city","50","","","",""
"Sant Quintí de Mediona","https://participa311-santquintiparticipa.diba.cat/","/uploads/logo_aj_santquintiparticipa.png","city","50","","","",""
"Sant Adrià de Besòs","https://participa311-santadria.diba.cat/","/uploads/logo_aj_santadriadelbesos.jpg","city","50","","","",""
"Sant Boi de Llobregat","https://web.archive.org/web/20240818185224/https://participa.santboi.cat/","/uploads/logo_aj_santboi.png","city","2","","","",""
"Sant Cugat del Vallès","https://decidim.santcugat.cat/","/uploads/logo_aj_santcugat.jpg","city","2","","","",""
"Sant Esteve Sesrovires","https://participa311-sesrovires.diba.cat/","/uploads/logo_santestevesesrovires.png","city","50","","","",""
"Institut Bernat Metge","https://decidim.institutbernatmetge.cat/users/sign_in","/uploads/logo_institutbernatmetge.jpg","org","50","","","",""
"Torelló","https://participa311-torello.diba.cat/","/uploads/logo_aj_torello.png","city","50","","","",""
"Sant Miquel de Balenyà ","https://participa311-smbalenya.diba.cat/","/uploads/logo_aj_smbalenya.png","city","50","","","",""
"Santa Eulàlia de Ronçana","https://participa311-participaser.diba.cat/","/uploads/logo_aj_santaeulaliaderoncana.png","city","50","","","",""
"Santa Coloma de Cervello","https://participa311-santacolomadecervello.diba.cat/","/uploads/logo_aj_santacolomadecervello.jpg","city","50","","","",""
"Santa Eugènia de Berga","https://participa311-santaeugeniadeberga.diba.cat/","/uploads/logo_aj_santaeugeniadeberga.jpg","city","50","","","",""
"Sant Antoni de Vilamajor","https://participa311-santantonidevilamajor.diba.cat/","/uploads/logo_aj_santantonidevilamajor.jpg","city","50","","","",""
"Santa Perpètua de Mogoda","https://participa311-santaperpetua.diba.cat/","/uploads/logo_aj_santaperpetua.jpg","city","50","","","",""
"Sant Celoni","https://participa311-santceloni.diba.cat/","/uploads/logo_aj_santceloni.jpg","city","50","","","",""
"Sant Fliu","https://participa311-santfeliu.diba.cat/","/uploads/logo_aj_santfeliu.png","city","50","","","",""
"Sant Feliu de Codines","https://participa311-santfeliudecodines.diba.cat/","/uploads/logo_aj_santfeliudecodines.jpg","city","50","","","",""
"Sant Fruitos de Bages","https://participa311-santfruitos.diba.cat/","/uploads/logo_aj_santfruitos.jpg","city","50","","","",""
"Sant Hipòlit de Voltregà","https://participa311-santhipolitdevoltrega.diba.cat/","/uploads/logo_aj_santhipolitdevoltrega.png","city","50","","","",""
"Sant Pere de Vilamajor","https://participa311-santperedevilamajor.diba.cat/","/uploads/logo_aj_santperedevilamajor.png","city","50","","","",""
"Sant Salvador de Guardiola","https://participa311-santsalvadordeguardiola.diba.cat/","/uploads/logo_aj_santsalvadordeguardiola.png","city","50","","","",""
"Sarmato","https://sarmato.partecipa.online/","/uploads/logo_sarmato.png","city","50","","","",""
"Sant Llorenç Savall","https://participa311-savall.diba.cat/","/uploads/logo_aj_savall.gif","city","50","","","",""
"Schuttrange","https://pins.schuttrange.lu/","/uploads/logo_aj_schuttrange.png","city","50","","","49.6226521","6.2682793"
"Schuttrange","https://pins.schuttrange.lu/","/uploads/logo_schetter.svg","city","50","","","",""
"Seinäjoki","https://meidan.seinajoki.fi/","/uploads/logo_aj_seinajoki.png","city","50","","","62.7931708","22.8258162"
"Pacte de les Alcaldies per al Clima i l'Energia","https://paesc-decidim.ddgi.cat/","/uploads/logo_pactealcaldiesclimaenergia.png","org","50","","","",""
"Setagaya","https://meta.diycities.jp/assemblies/hereandthere/f/405/proposals/893","/uploads/logo_setagaya.png","city","50","","","",""
"Shibuya","https://web.archive.org/web/20220511035354/https://shibuya-goodtalk.diycities.jp/","/uploads/logo_shibuya.png","city","50","","","",""
"Shinshu Good talk","https://meta.diycities.jp/assemblies/hereandthere/f/405/proposals/762","/uploads/logo_shinshu.png","city","50","","","",""
"Shirahama Engine","https://web.archive.org/web/20230308032836/https://shirahama.mygroove.city/","/uploads/logo_shirahama.png","city","50","","","",""
"Sicilia","https://web.archive.org/web/20210925212828/https://partecipa.sicilia.formez.eu/","/uploads/logo_sicilia.svg","region","50","","","",""
"Signes","https://web.archive.org/web/20240909093743/https://signes-participatif.fr/","/uploads/logo_aj_signes.jpg","city","50","","","",""
"Sigtuna","https://dialog.sigtuna.se/","/uploads/logo_aj_sigtuna.svg","city","50","","","",""
"Sitges","https://participa311-sitges.diba.cat/","/uploads/logo_aj_sitges.png","city","50","","","",""
"Sant Joan Despí","https://participa311-sjdespi.diba.cat/","/uploads/logo_aj_sjdespi.jpg","city","50","","","",""
"Smart Catalonia","https://web.archive.org/web/20221126081128/https://participa.challenge.cat/","/uploads/logo_smart_catalonia.jpg","org","50","","","",""
"Som Connexio","https://participa.somconnexio.coop/users/sign_in","/uploads/logo_somconnnexio.png","org","50","","","",""
"Som Enèrgia","https://participa.somenergia.coop","/uploads/logo_somenergia.jpg","org","96","false","","",""
"Som Mobilitat","https://decidim.sommobilitat.coop/users/sign_in?locale=es","/uploads/logo_sommobilitat.jpg","org","50","","","",""
"Sortland","https://sortland.smartbyene.no/","/uploads/logo_aj_sortland.png","city","50","","","",""
"Sostre Cívic","https://participa.sostrecivic.coop/","/uploads/logo_sostrecivic.jpg","org","50","","","",""
"Soyaux","https://web.archive.org/web/20231204133035/https://jeparticipe.soyaux.fr/","/uploads/logo_aj_soyaux.svg","city","50","","","",""
" SPF Stratégie et Appui (BOSA)","https://bosa.belgium.be/fr/services/monopinion","/uploads/logo_bosa.svg","region","80","","","",""
"Sporting Club Bastia","https://scic.sc-bastia.corsica/","/uploads/logo_sc_bastia.png","org","50","","","42.6959875","9.4520256"
"Spotter","https://decidim.spotter.cz/","/uploads/logo_spotter.png","org","50","","","",""
"Stadt Luzern","http://www.dialogluzern.ch/","/uploads/logo_luzern.png","city","80","false","","",""
"Stadt Zürich","https://mitwirken.stadt-zuerich.ch/","/uploads/medium_logo_stzh_rgb_blau_digital_gross.png","city","50","false","","",""
"Mein Zürich","https://meinquartier.zuerich/","/uploads/logo_meinquartier_pos.svg","city","2","false","","",""
"Stalowa Wola","https://decyduje.stalowawola.pl/","/uploads/logo_aj_stalowa-wola.png","city","50","","","",""
"Stavanger kommune","https://web.archive.org/web/20220820053816/https://folkebudsjett.no/","/uploads/logo_stavanger.png","city","50","false","","",""
"Steinfort","https://web.archive.org/web/20240626215004/https://mirsistengefort.steinfort.lu/","/uploads/logo_aj_steinfort.svg","city","50","","","",""
"Sukagawa","https://sukagawa.mygroove.city/","/uploads/logo_aj_sukagawa.png","city","50","","","",""
"Supsi -   Scuola universitaria professionale della Svizzera italiana","https://decidim-ensemble.supsi.ch","/uploads/logo_supsi.svg","org","50","","","",""
"Sant Vicenç dels Horts","https://participa311-svh.diba.cat/","/uploads/logo_aj_svh.png","city","50","","","",""
"Sant Vicenç de Montalt","https://participa311-svmontalt.diba.cat/","/uploads/logo_aj_svmontalt.jpg","city","50","","","",""
"Synergies, la Fabrique citoyenne","https://web.archive.org/web/20230312142125/https://synergies-fabrique-citoyenne.fr/","/uploads/logo_synergies.png","org","50","","","",""
"Sytral Mobilités","https://destinations2026-sytral.fr/","/uploads/logo_sytral.jpg","org","50","","","",""
"Sénat (FR)","https://petitions.senat.fr/","/uploads/logo_senat_fr.png","region","95","true","/uploads/logo_senat_fr_red.png","",""
"Takehara","https://web.archive.org/web/20221005075510/https://takehara.mygroove.city/","/uploads/logo_aj_takehara.png","city","50","","","",""
"Tampere","https://web.archive.org/web/20200422060140/https://mun.tampere.fi/","/uploads/logo_aj_tampere.svg","city","80","false","","",""
"Taradell","https://participa311-taradell.diba.cat/","/uploads/logo_aj_taradell.png","city","50","","","",""
"Tarragona","https://participa.tarragona.cat/","/uploads/logo_aj_tarragona.jpg","city","50","","","",""
"Tavernoles","https://participa311-tavernoles.diba.cat/","/uploads/logo_aj_tavernoles.jpg","city","50","","","",""
"Teia","https://participa311-teia.diba.cat/","/uploads/logo_aj_teia.jpg","city","50","","","",""
"Terrassa en Comú","https://web.archive.org/web/20230803124954/https://agora.terrassaencomu.cat/","/uploads/logo_terrassaencomu.png","org","50","","","",""
"Terrassa","https://participa.terrassa.cat/","/uploads/logo_aj_terrassa.jpg","city","2","","","",""
"Terres de Gauche","https://web.archive.org/web/20210801030424/http://terresdegauche.fr/","/uploads/logo_terresdegauche_lamballe.png","org","50","","","",""
"Terriotir de l'Ouest","https://moncodev.tco.re/","/uploads/logo_territori_ouest.png","region","50","","","",""
"The Alan Turing Institute","https://web.archive.org/web/20220608222340/https://advancingdatajustice.turing.ac.uk/","/uploads/logo_alan_turing_institute.png","org","50","","","",""
"The People's Budget Seattle","https://pbseattle.org/","/uploads/logo_pbseattle.png","org","50","","","",""
"Thionville","https://participons.thionville.fr/","/uploads/logo600x100.jpg","city","50","","","49.3590241","6.1663591"
"Tiana","https://participa311-tiana.diba.cat/","/uploads/logo_aj_tiana.png","city","50","","","",""
"Tona","https://participa311-tona.diba.cat/","/uploads/logo_aj_tona.png","city","50","","","",""
"Tordera","https://participa311-tordera.diba.cat/","/uploads/logo_aj_tordera.jpg","city","50","","","",""
"Torre Jussana","https://decidim.tjussana.cat","/uploads/logo_tjussana.png","org","2","","","",""
"Torrelles de Llobregat","https://web.archive.org/web/20240503032341/https://decidim.torrelles.cat/","/uploads/logo_aj_torrelles.png","city","50","","","",""
"Torroella de Montgri","https://torroella-estartit-decidim.ddgi.cat/","/uploads/logo_aj_torroella.jpg","city","50","","","",""
"Toulouse","https://jeparticipe.metropole.toulouse.fr/","/uploads/logo_aj_toulouse.svg","city","90","","","",""
"Touraine","https://participation.touraine.fr/","/uploads/logo_1.png","city","50","","","47.215848","0.2682572"
"Touraine","https://participation.jeunesse.touraine.fr","/uploads/logo_touraine.png","region","50","","","",""
"Tours","https://decidonsensemble.tours.fr/","/uploads/logo_aj_tours.png","city","50","","","",""
"Nous Sommes Montpellier","https://web.archive.org/web/20200925190308/https://participez.noussommes.org/","/uploads/logo_noussommesmontpellier.png","org","50","","","",""
"Trencin","https://web.archive.org/web/20230128104756/https://zapojsa.trencin.sk/","/uploads/logo_aj_trencin.jpg","city","50","","","",""
"Trondheim Kommune","https://borgerkraft.no/","/uploads/logo_trondheim.svg","city","70","false","","",""
"Turku","https://asukasbudjetti.turku.fi/","/uploads/logo_aj_turku.png","city","50","false","","",""
"Tuusula","https://osallistu.tuusula.fi/","/uploads/logo_aj_tuusula.png","city","2","","","",""
"Tysver Kommune","https://tysver.smartbyene.no/","/uploads/logo_aj_tysvaer.png","city","50","","","",""
"Uccle","https://uccle.monopinion.belgium.be/","/uploads/logo_aj_uccle.png","city","2","","","",""
"UCLG CGLU - United Cities and Local Governments","https://www.uclgmeets.org/","/uploads/logo_uclg.png","org","50","","","",""
"UNED","https://participa.uned.es","/uploads/logo-uned.png","university","90","false","/uploads/logo-uned-red.png","",""
"Universitat de Barcelona","https://participa.ub.edu/","/uploads/marca_pos.jpg","university","20","","","41.3941799","2.1716348"
"Universitat Oberta de Catalunya","https://web.archive.org/web/20220418021642/https://decidim.uoc.edu/users/sign_in","/uploads/logo_uoc.png","university","40","false","","",""
"Universitat Politecnica de Catalunya","https://decidim.upc.edu/","/uploads/logo_upc.svg","university","50","","","",""
"Université de Bordeaux","https://participation.u-bordeaux.fr/","/uploads/logo_uni_bordeaux.svg","university","70","true","/uploads/logo_uni_bordeaux_red.png","",""
"Université de Caen Normandie","https://jeparticipe.unicaen.fr/","/uploads/logo_unicaen.png","university","50","","","",""
"Université de Lille","https://web.archive.org/web/20230321135155/https://grandplace.universitedelille2022.fr/","/uploads/logo_universite_lille.png","university","50","","","",""
"UPEC (Université Paris-Est Créteil)","https://decidim.u-pec.fr/","/uploads/logo_upec.svg","university","50","","","",""
"Urban Mobility","https://engage.eiturbanmobility.eu/","/uploads/logo_urban_mobility.png","org","50","","","",""
"Vacarisses","https://participa311-vacarisses.diba.cat","/uploads/logo_aj_vacarisses.jpg","city","50","","","",""
"Val de Marne","https://participer.valdemarne.fr/","/uploads/logo_valdemarne.png","region","50","","","",""
"Valbonne Sophia Antipolis","https://participons.ville-valbonne.fr/","/uploads/logo_ville_valbonne.jpg","city","50","","","",""
"Seignosse","https://web.archive.org/web/20230529124639/https://participez.seignosse.fr/","/uploads/logo_aj_seignosse.png","city","50","","","",""
"Vallirana","https://participa311-vallirana.diba.cat/","/uploads/logo_aj_vallirana.png","city","50","","","",""
"Vantaa","https://web.archive.org/web/20210620093117/https://osallistu.vantaa.fi/","/uploads/logo_aj_vantaa.png","city","50","","","",""
"Veracruz","http://decide.veracruzmunicipio.gob.mx/","/uploads/logo_aj_veracruz.jpg","city","2","","","",""
"Verrières-le-Buisson","https://www.participons-a-verrieres.fr/","/uploads/logo_aj_verrieres_le_buisson.png","city","50","","","",""
